from,to,title,group,value
2,580,Wochenblick,Impfung,2
3,580,Wochenblick,mit oder an impfung gestorben,1
4,580,Wochenblick,impf-nebenwirkungen,1
21,581,Die Ostschweiz,Mensch,2
24,581,Die Ostschweiz,Wirtschaft,2
38,581,Die Ostschweiz,bundesrat,1
29,581,Die Ostschweiz,massentest,1
10,582,Corona Transition,Wissenschaft,2
8,582,Corona Transition,lockdown,1
583,582,Corona Transition,nature,1
315,582,Corona Transition,infektion,1
15,584,tagblatt.ch,Recht,2
43,584,tagblatt.ch,Widerstand,2
8,584,tagblatt.ch,lockdown,1
109,584,tagblatt.ch,willkür,1
10,585,FM1 Today,Wissenschaft,2
60,585,FM1 Today,Schule,2
56,585,FM1 Today,kind,1
31,585,FM1 Today,maske,1
10,586,reitschuster,Wissenschaft,2
11,586,reitschuster,who,1
22,586,reitschuster,manipulation,1
2,587,Wochenblick,Impfung,2
15,587,Wochenblick,Recht,2
56,587,Wochenblick,kind,1
57,587,Wochenblick,jugend,1
37,588,reitschuster,Politik,2
22,588,reitschuster,manipulation,1
12,588,reitschuster,virus-ursprung,1
2,589,Corona Transition,Impfung,2
3,589,Corona Transition,mit oder an impfung gestorben,1
17,589,Corona Transition,blutgerinnungsstörungen,1
18,589,Corona Transition,astrazeneca,1
10,590,Berliner Zeitung,Wissenschaft,2
27,590,Berliner Zeitung,Zahlen,2
11,590,Berliner Zeitung,who,1
15,591,2020 News,Recht,2
43,591,2020 News,Widerstand,2
60,591,2020 News,Schule,2
162,591,2020 News,polizei,1
56,591,2020 News,kind,1
2,592,Report24,Impfung,2
3,592,Report24,mit oder an impfung gestorben,1
41,592,Report24,biontech,1
2,593,ntv,Impfung,2
4,593,ntv,impf-nebenwirkungen,1
17,593,ntv,blutgerinnungsstörungen,1
18,593,ntv,astrazeneca,1
2,594,ScienceFiles,Impfung,2
10,594,ScienceFiles,Wissenschaft,2
4,594,ScienceFiles,impf-nebenwirkungen,1
595,594,ScienceFiles,ade,1
2,596,Uncut-News,Impfung,2
11,596,Uncut-News,who,1
22,596,Uncut-News,manipulation,1
4,596,Uncut-News,impf-nebenwirkungen,1
3,596,Uncut-News,mit oder an impfung gestorben,1
2,597,Epoch Times,Impfung,2
3,597,Epoch Times,mit oder an impfung gestorben,1
4,597,Epoch Times,impf-nebenwirkungen,1
2,598,Epoch Times,Impfung,2
27,598,Epoch Times,Zahlen,2
4,598,Epoch Times,impf-nebenwirkungen,1
3,598,Epoch Times,mit oder an impfung gestorben,1
125,598,Epoch Times,ema,1
15,599,Wochenblick,Recht,2
43,599,Wochenblick,Widerstand,2
141,599,Wochenblick,demokratie,1
65,599,Wochenblick,grundrechte,1
2,600,Wochenblick,Impfung,2
10,600,Wochenblick,Wissenschaft,2
4,600,Wochenblick,impf-nebenwirkungen,1
15,601,reitschuster,Recht,2
60,601,reitschuster,Schule,2
56,601,reitschuster,kind,1
29,601,reitschuster,massentest,1
2,602,tp - Science & Technology,Impfung,2
22,602,tp - Science & Technology,manipulation,1
21,603,linth24,Mensch,2
43,603,linth24,Widerstand,2
56,603,linth24,kind,1
44,603,linth24,kollateralschäden,1
37,604,Wochenblick,Politik,2
6,604,Wochenblick,Studie,2
24,604,Wochenblick,Wirtschaft,2
79,604,Wochenblick,Gesundheit,2
8,604,Wochenblick,lockdown,1
79,605,Die Ostschweiz,Gesundheit,2
116,605,Die Ostschweiz,impfpass,1
66,605,Die Ostschweiz,impfzwang,1
38,605,Die Ostschweiz,bundesrat,1
55,606,Wochenblick,Medizin,2
109,606,Wochenblick,willkür,1
22,606,Wochenblick,manipulation,1
55,607,Wochenblick,Medizin,2
43,607,Wochenblick,Widerstand,2
7,607,Wochenblick,sterblichkeit,1
2,608,SNA,Impfung,2
3,608,SNA,mit oder an impfung gestorben,1
17,608,SNA,blutgerinnungsstörungen,1
18,608,SNA,astrazeneca,1
43,609,reitschuster,Widerstand,2
2,609,reitschuster,Impfung,2
116,609,reitschuster,impfpass,1
66,609,reitschuster,impfzwang,1
10,610,ServusTV,Wissenschaft,2
55,610,ServusTV,Medizin,2
53,610,ServusTV,dialog,1
2,611,Wochenblick,Impfung,2
3,611,Wochenblick,mit oder an impfung gestorben,1
17,611,Wochenblick,blutgerinnungsstörungen,1
18,611,Wochenblick,astrazeneca,1
10,612,Epoch Times,Wissenschaft,2
2,612,Epoch Times,Impfung,2
4,612,Epoch Times,impf-nebenwirkungen,1
55,613,ARD,Medizin,2
431,613,ARD,beatmung,1
15,614,reitschuster,Recht,2
2,614,reitschuster,Impfung,2
41,614,reitschuster,biontech,1
2,615,tp - Science & Technology,Impfung,2
55,615,tp - Science & Technology,Medizin,2
43,615,tp - Science & Technology,Widerstand,2
68,615,tp - Science & Technology,pcr-test,1
15,616,Corona Transition,Recht,2
43,616,Corona Transition,Widerstand,2
43,617,Wochenblick,Widerstand,2
165,617,Wochenblick,kultur,1
10,618,Wochenblick,Wissenschaft,2
70,618,Wochenblick,virus-mutation,1
71,618,Wochenblick,virus-isolation,1
2,619,Wochenblick,Impfung,2
56,619,Wochenblick,kind,1
4,619,Wochenblick,impf-nebenwirkungen,1
257,619,Wochenblick,herzmuskelentzündung,1
96,620,Achgut.com,Spital,2
27,620,Achgut.com,Zahlen,2
10,620,Achgut.com,Wissenschaft,2
22,620,Achgut.com,manipulation,1
27,621,Wochenblick,Zahlen,2
7,621,Wochenblick,sterblichkeit,1
22,621,Wochenblick,manipulation,1
21,622,Wochenblick,Mensch,2
56,622,Wochenblick,kind,1
44,622,Wochenblick,kollateralschäden,1
2,623,tp - Science & Technology,Impfung,2
27,623,tp - Science & Technology,Zahlen,2
3,623,tp - Science & Technology,mit oder an impfung gestorben,1
2,624,INFOsperber,Impfung,2
55,624,INFOsperber,Medizin,2
4,624,INFOsperber,impf-nebenwirkungen,1
10,625,tp - Science & Technology,Wissenschaft,2
12,625,tp - Science & Technology,virus-ursprung,1
22,625,tp - Science & Technology,manipulation,1
13,625,tp - Science & Technology,wuhan,1
15,626,Corona Transition,Recht,2
43,626,Corona Transition,Widerstand,2
244,626,Corona Transition,taskforce,1
2,627,Die Welt,Impfung,2
3,627,Die Welt,mit oder an impfung gestorben,1
18,627,Die Welt,astrazeneca,1
37,628,NDR,Politik,2
141,628,NDR,demokratie,1
79,629,ntv,Gesundheit,2
27,629,ntv,Zahlen,2
195,629,ntv,welle2,1
79,630,Swiss Policy Research,Gesundheit,2
103,630,Swiss Policy Research,vitamin d,1
22,630,Swiss Policy Research,manipulation,1
43,631,Die Ostschweiz,Widerstand,2
32,631,Die Ostschweiz,massnahmen,1
8,631,Die Ostschweiz,lockdown,1
2,632,tp - Science & Technology,Impfung,2
7,632,tp - Science & Technology,sterblichkeit,1
15,633,Berliner Zeitung,Recht,2
43,633,Berliner Zeitung,Widerstand,2
65,633,Berliner Zeitung,grundrechte,1
43,634,linth24,Widerstand,2
38,634,linth24,bundesrat,1
2,635,Achgut.com,Impfung,2
55,635,Achgut.com,Medizin,2
56,635,Achgut.com,kind,1
4,635,Achgut.com,impf-nebenwirkungen,1
115,636,BAG,BAG,2
37,636,BAG,Politik,2
38,636,BAG,bundesrat,1
25,636,BAG,geld,1
32,636,BAG,massnahmen,1
37,637,corona-blog.net,Politik,2
15,637,corona-blog.net,Recht,2
162,637,corona-blog.net,polizei,1
109,637,corona-blog.net,willkür,1
2,638,Wochenblick,Impfung,2
3,638,Wochenblick,mit oder an impfung gestorben,1
41,638,Wochenblick,biontech,1
10,639,reitschuster,Wissenschaft,2
43,639,reitschuster,Widerstand,2
68,639,reitschuster,pcr-test,1
109,639,reitschuster,willkür,1
2,640,ntv,Impfung,2
6,640,ntv,Studie,2
4,640,ntv,impf-nebenwirkungen,1
17,640,ntv,blutgerinnungsstörungen,1
79,641,Die Ostschweiz,Gesundheit,2
22,641,Die Ostschweiz,manipulation,1
27,642,NachDenkSeiten,Zahlen,2
22,642,NachDenkSeiten,manipulation,1
15,643,Wochenblick,Recht,2
60,643,Wochenblick,Schule,2
31,643,Wochenblick,maske,1
56,643,Wochenblick,kind,1
172,643,Wochenblick,weilheim,1
15,644,RT DE,Recht,2
109,644,RT DE,willkür,1
77,644,RT DE,schnelltest,1
37,645,RT DE,Politik,2
8,645,RT DE,lockdown,1
32,645,RT DE,massnahmen,1
21,646,Wochenblick,Mensch,2
43,646,Wochenblick,Widerstand,2
57,646,Wochenblick,jugend,1
10,647,Uncut-News,Wissenschaft,2
15,647,Uncut-News,Recht,2
12,647,Uncut-News,virus-ursprung,1
11,647,Uncut-News,who,1
22,647,Uncut-News,manipulation,1
60,648,Die Ostschweiz,Schule,2
56,648,Die Ostschweiz,kind,1
31,648,Die Ostschweiz,maske,1
2,649,Wochenblick,Impfung,2
55,649,Wochenblick,Medizin,2
43,649,Wochenblick,Widerstand,2
35,649,Wochenblick,immunität,1
55,650,reitschuster,Medizin,2
43,650,reitschuster,Widerstand,2
56,650,reitschuster,kind,1
79,651,INFOsperber,Gesundheit,2
32,651,INFOsperber,massnahmen,1
2,652,Wochenblick,Impfung,2
27,652,Wochenblick,Zahlen,2
35,652,Wochenblick,immunität,1
21,653,Epoch Times,Mensch,2
27,653,Epoch Times,Zahlen,2
32,653,Epoch Times,massnahmen,1
2,654,Wochenblick,Impfung,2
70,654,Wochenblick,virus-mutation,1
35,654,Wochenblick,immunität,1
2,655,Wochenblick,Impfung,2
56,655,Wochenblick,kind,1
22,655,Wochenblick,manipulation,1
55,656,Epoch Times,Medizin,2
79,656,Epoch Times,Gesundheit,2
31,656,Epoch Times,maske,1
11,656,Epoch Times,who,1
37,657,Corona Transition,Politik,2
38,657,Corona Transition,bundesrat,1
46,657,Corona Transition,covid-19-gesetz,1
56,658,RT DE,kind,1
140,658,RT DE,angst,1
22,658,RT DE,manipulation,1
43,659,Die Ostschweiz,Widerstand,2
37,659,Die Ostschweiz,Politik,2
568,659,Die Ostschweiz,rapperswil,1
37,660,Corona Transition,Politik,2
56,660,Corona Transition,kind,1
31,660,Corona Transition,maske,1
15,661,Wochenblick,Recht,2
109,661,Wochenblick,willkür,1
6,662,tp - Science & Technology,Studie,2
2,662,tp - Science & Technology,Impfung,2
315,662,tp - Science & Technology,infektion,1
15,663,ScienceFiles,Recht,2
56,663,ScienceFiles,kind,1
141,663,ScienceFiles,demokratie,1
65,663,ScienceFiles,grundrechte,1
55,664,Jouwatch,Medizin,2
10,664,Jouwatch,Wissenschaft,2
140,664,Jouwatch,angst,1
22,664,Jouwatch,manipulation,1
15,665,Wochenblick,Recht,2
56,665,Wochenblick,kind,1
77,665,Wochenblick,schnelltest,1
109,665,Wochenblick,willkür,1
55,666,Corona Transition,Medizin,2
31,666,Corona Transition,maske,1
56,666,Corona Transition,kind,1
15,667,Die Welt,Recht,2
43,667,Die Welt,Widerstand,2
15,668,Weltwoche daily,Recht,2
162,668,Weltwoche daily,polizei,1
32,668,Weltwoche daily,massnahmen,1
65,668,Weltwoche daily,grundrechte,1
2,669,Uncut-News,Impfung,2
43,669,Uncut-News,Widerstand,2
55,669,Uncut-News,Medizin,2
56,669,Uncut-News,kind,1
57,669,Uncut-News,jugend,1
3,669,Uncut-News,mit oder an impfung gestorben,1
2,670,Corona Transition,Impfung,2
18,670,Corona Transition,astrazeneca,1
17,670,Corona Transition,blutgerinnungsstörungen,1
62,670,Corona Transition,impf-stopp,1
55,671,2020 News,Medizin,2
56,671,2020 News,kind,1
77,671,2020 News,schnelltest,1
2,672,Epoch Times,Impfung,2
79,672,Epoch Times,Gesundheit,2
41,672,Epoch Times,biontech,1
8,673,Tichys Einblick,lockdown,1
32,673,Tichys Einblick,massnahmen,1
22,673,Tichys Einblick,manipulation,1
24,674,In$ide Paradeplatz,Wirtschaft,2
27,674,In$ide Paradeplatz,Zahlen,2
32,674,In$ide Paradeplatz,massnahmen,1
27,675,INFOsperber,Zahlen,2
43,675,INFOsperber,Widerstand,2
32,675,INFOsperber,massnahmen,1
2,676,ScienceFiles,Impfung,2
4,676,ScienceFiles,impf-nebenwirkungen,1
257,676,ScienceFiles,herzmuskelentzündung,1
10,677,RT DE,Wissenschaft,2
2,677,RT DE,Impfung,2
11,677,RT DE,who,1
2,678,RT DE,Impfung,2
4,678,RT DE,impf-nebenwirkungen,1
18,678,RT DE,astrazeneca,1
6,679,Corona Transition,Studie,2
31,679,Corona Transition,maske,1
27,680,reitschuster,Zahlen,2
56,680,reitschuster,kind,1
140,680,reitschuster,angst,1
22,680,reitschuster,manipulation,1
15,681,tp - Science & Technology,Recht,2
11,681,tp - Science & Technology,who,1
80,681,tp - Science & Technology,therapeutikum,1
2,682,Wochenblick,Impfung,2
3,682,Wochenblick,mit oder an impfung gestorben,1
15,683,corona-blog.net,Recht,2
162,683,corona-blog.net,polizei,1
109,683,corona-blog.net,willkür,1
21,684,Epoch Times,Mensch,2
685,684,Epoch Times,Gesunfheit,2
56,684,Epoch Times,kind,1
57,684,Epoch Times,jugend,1
44,684,Epoch Times,kollateralschäden,1
2,686,Epoch Times,Impfung,2
27,686,Epoch Times,Zahlen,2
35,686,Epoch Times,immunität,1
21,687,Wochenblick,Mensch,2
56,687,Wochenblick,kind,1
32,687,Wochenblick,massnahmen,1
2,688,corona-blog.net,Impfung,2
18,688,corona-blog.net,astrazeneca,1
37,689,multipolar,Politik,2
50,689,multipolar,P(l)andemie,2
690,689,multipolar,wef,1
11,689,multipolar,who,1
6,691,Wochenblick,Studie,2
55,691,Wochenblick,Medizin,2
10,691,Wochenblick,Wissenschaft,2
31,691,Wochenblick,maske,1
11,691,Wochenblick,who,1
60,692,Wochenblick,Schule,2
15,692,Wochenblick,Recht,2
43,692,Wochenblick,Widerstand,2
109,692,Wochenblick,willkür,1
10,693,Corona Transition,Wissenschaft,2
68,693,Corona Transition,pcr-test,1
2,694,medinside.ch,Impfung,2
37,694,medinside.ch,Politik,2
38,694,medinside.ch,bundesrat,1
66,694,medinside.ch,impfzwang,1
6,695,reitschuster,Studie,2
7,695,reitschuster,sterblichkeit,1
15,696,reitschuster,Recht,2
43,696,reitschuster,Widerstand,2
32,696,reitschuster,massnahmen,1
27,697,reitschuster,Zahlen,2
7,697,reitschuster,sterblichkeit,1
2,698,Wochenblick,Impfung,2
41,698,Wochenblick,biontech,1
56,698,Wochenblick,kind,1
2,699,Epoch Times,Impfung,2
17,699,Epoch Times,blutgerinnungsstörungen,1
18,699,Epoch Times,astrazeneca,1
4,699,Epoch Times,impf-nebenwirkungen,1
60,700,Epoch Times,Schule,2
8,700,Epoch Times,lockdown,1
140,700,Epoch Times,angst,1
2,701,Corona Transition,Impfung,2
70,701,Corona Transition,virus-mutation,1
2,702,RT DE,Impfung,2
62,702,RT DE,impf-stopp,1
4,702,RT DE,impf-nebenwirkungen,1
17,702,RT DE,blutgerinnungsstörungen,1
18,702,RT DE,astrazeneca,1
27,703,Wochenblick,Zahlen,2
10,703,Wochenblick,Wissenschaft,2
55,703,Wochenblick,Medizin,2
8,703,Wochenblick,lockdown,1
32,703,Wochenblick,massnahmen,1
43,704,Tagesanzeiger,Widerstand,2
8,704,Tagesanzeiger,lockdown,1
2,705,2020 News,Impfung,2
3,705,2020 News,mit oder an impfung gestorben,1
41,705,2020 News,biontech,1
27,706,ZDF,Zahlen,2
22,706,ZDF,manipulation,1
7,706,ZDF,sterblichkeit,1
27,707,INFOsperber,Zahlen,2
68,707,INFOsperber,pcr-test,1
29,707,INFOsperber,massentest,1
22,707,INFOsperber,manipulation,1
37,708,Bundesrat,Politik,2
2,708,Bundesrat,Impfung,2
38,708,Bundesrat,bundesrat,1
37,709,Die Ostschweiz,Politik,2
38,709,Die Ostschweiz,bundesrat,1
46,709,Die Ostschweiz,covid-19-gesetz,1
96,710,Focus Online,Spital,2
27,710,Focus Online,Zahlen,2
37,710,Focus Online,Politik,2
22,710,Focus Online,manipulation,1
27,711,Tagesanzeiger,Zahlen,2
346,711,Tagesanzeiger,r-wert,1
27,712,Nau,Zahlen,2
115,712,Nau,BAG,2
29,712,Nau,massentest,1
38,712,Nau,bundesrat,1
2,713,Swiss Policy Research,Impfung,2
27,713,Swiss Policy Research,Zahlen,2
7,713,Swiss Policy Research,sterblichkeit,1
3,713,Swiss Policy Research,mit oder an impfung gestorben,1
2,714,Tagesanzeiger,Impfung,2
15,714,Tagesanzeiger,Recht,2
66,714,Tagesanzeiger,impfzwang,1
116,714,Tagesanzeiger,impfpass,1
10,715,NZZ,Wissenschaft,2
37,715,NZZ,Politik,2
140,715,NZZ,angst,1
2,716,tp - Science & Technology,Impfung,2
43,716,tp - Science & Technology,Widerstand,2
2,717,tp - Science & Technology,Impfung,2
4,717,tp - Science & Technology,impf-nebenwirkungen,1
10,718,Wochenblick,Wissenschaft,2
43,718,Wochenblick,Widerstand,2
53,718,Wochenblick,dialog,1
6,719,ScienceFiles,Studie,2
27,719,ScienceFiles,Zahlen,2
8,719,ScienceFiles,lockdown,1
7,719,ScienceFiles,sterblichkeit,1
43,720,Die Ostschweiz,Widerstand,2
165,720,Die Ostschweiz,kultur,1
96,721,reitschuster,Spital,2
27,721,reitschuster,Zahlen,2
22,721,reitschuster,manipulation,1
55,722,Report24,Medizin,2
2,722,Report24,Impfung,2
3,722,Report24,mit oder an impfung gestorben,1
2,723,Unser Mitteleuropa,Impfung,2
70,723,Unser Mitteleuropa,virus-mutation,1
35,723,Unser Mitteleuropa,immunität,1
2,724,Swissmedic,Impfung,2
233,724,Swissmedic,swissmedic,1
4,724,Swissmedic,impf-nebenwirkungen,1
37,725,Epoch Times,Politik,2
29,725,Epoch Times,massentest,1
2,726,Epoch Times,Impfung,2
3,726,Epoch Times,mit oder an impfung gestorben,1
2,727,ScienceFiles,Impfung,2
10,727,ScienceFiles,Wissenschaft,2
4,727,ScienceFiles,impf-nebenwirkungen,1
3,727,ScienceFiles,mit oder an impfung gestorben,1
41,727,ScienceFiles,biontech,1
2,728,Die Welt,Impfung,2
3,728,Die Welt,mit oder an impfung gestorben,1
17,728,Die Welt,blutgerinnungsstörungen,1
18,728,Die Welt,astrazeneca,1
10,729,Wochenblick,Wissenschaft,2
2,729,Wochenblick,Impfung,2
4,729,Wochenblick,impf-nebenwirkungen,1
2,730,RT DE,Impfung,2
4,730,RT DE,impf-nebenwirkungen,1
17,730,RT DE,blutgerinnungsstörungen,1
18,730,RT DE,astrazeneca,1
24,731,Die Welt,Wirtschaft,2
8,731,Die Welt,lockdown,1
25,731,Die Welt,geld,1
55,732,Report24,Medizin,2
2,732,Report24,Impfung,2
101,732,Report24,Behörde,2
109,732,Report24,willkür,1
113,732,Report24,zensur,1
21,733,Rubikon,Mensch,2
56,733,Rubikon,kind,1
27,734,Epoch Times,Zahlen,2
28,734,Epoch Times,rki,1
68,734,Epoch Times,pcr-test,1
6,735,2020 News,Studie,2
60,735,2020 News,Schule,2
56,735,2020 News,kind,1
35,735,2020 News,immunität,1
15,736,Corona Transition,Recht,2
43,736,Corona Transition,Widerstand,2
737,736,Corona Transition,schaffhausen,1
162,736,Corona Transition,polizei,1
2,738,kenFM,Impfung,2
79,738,kenFM,Gesundheit,2
15,738,kenFM,Recht,2
56,738,kenFM,kind,1
57,738,kenFM,jugend,1
2,739,tp - Science & Technology,Impfung,2
3,739,tp - Science & Technology,mit oder an impfung gestorben,1
15,740,ntv,Recht,2
43,740,ntv,Widerstand,2
165,740,ntv,kultur,1
21,741,Rubikon,Mensch,2
37,741,Rubikon,Politik,2
56,741,Rubikon,kind,1
2,742,Epoch Times,Impfung,2
3,742,Epoch Times,mit oder an impfung gestorben,1
18,742,Epoch Times,astrazeneca,1
43,743,Corona Transition,Widerstand,2
162,743,Corona Transition,polizei,1
744,743,Corona Transition,aarau,1
79,745,tp - Science & Technology,Gesundheit,2
21,745,tp - Science & Technology,Mensch,2
44,745,tp - Science & Technology,kollateralschäden,1
2,746,RT DE,Impfung,2
10,746,RT DE,Wissenschaft,2
28,746,RT DE,rki,1
68,746,RT DE,pcr-test,1
22,746,RT DE,manipulation,1
27,747,ScienceFiles,Zahlen,2
22,747,ScienceFiles,manipulation,1
140,747,ScienceFiles,angst,1
15,748,Die Ostschweiz,Recht,2
22,748,Die Ostschweiz,manipulation,1
10,749,Achgut.com,Wissenschaft,2
15,749,Achgut.com,Recht,2
68,749,Achgut.com,pcr-test,1
6,750,ScienceFiles,Studie,2
2,750,ScienceFiles,Impfung,2
35,750,ScienceFiles,immunität,1
15,751,2020 News,Recht,2
60,751,2020 News,Schule,2
109,751,2020 News,willkür,1
162,751,2020 News,polizei,1
183,751,2020 News,weimar,1
37,752,Corona Transition,Politik,2
15,752,Corona Transition,Recht,2
46,752,Corona Transition,covid-19-gesetz,1
2,753,corona-blog.net,Impfung,2
3,753,corona-blog.net,mit oder an impfung gestorben,1
2,754,2020 News,Impfung,2
4,754,2020 News,impf-nebenwirkungen,1
27,755,Wochenblick,Zahlen,2
31,755,Wochenblick,maske,1
32,755,Wochenblick,massnahmen,1
37,756,In$ide Paradeplatz,Politik,2
43,756,In$ide Paradeplatz,Widerstand,2
21,757,Corona Transition,Mensch,2
37,757,Corona Transition,Politik,2
15,757,Corona Transition,Recht,2
141,757,Corona Transition,demokratie,1
162,757,Corona Transition,polizei,1
55,758,Epoch Times,Medizin,2
8,758,Epoch Times,lockdown,1
32,758,Epoch Times,massnahmen,1
10,759,Epoch Times,Wissenschaft,2
760,759,Epoch Times,leopoldina,1
6,761,ScienceFiles,Studie,2
2,761,ScienceFiles,Impfung,2
35,761,ScienceFiles,immunität,1
43,762,linth24,Widerstand,2
568,762,linth24,rapperswil,1
50,763,ScienceFiles,P(l)andemie,2
6,763,ScienceFiles,Studie,2
22,763,ScienceFiles,manipulation,1
79,764,Rubikon,Gesundheit,2
77,764,Rubikon,schnelltest,1
37,765,Wochenblick,Politik,2
15,765,Wochenblick,Recht,2
27,765,Wochenblick,Zahlen,2
109,765,Wochenblick,willkür,1
2,766,Epoch Times,Impfung,2
56,766,Epoch Times,kind,1
2,767,Epoch Times,Impfung,2
116,767,Epoch Times,impfpass,1
2,768,Corona Transition,Impfung,2
116,768,Corona Transition,impfpass,1
22,769,Corona Transition,manipulation,1
10,770,Prof. Harald Walach,Wissenschaft,2
31,770,Prof. Harald Walach,maske,1
140,770,Prof. Harald Walach,angst,1
37,771,tp - Science & Technology,Politik,2
2,771,tp - Science & Technology,Impfung,2
79,771,tp - Science & Technology,Gesundheit,2
43,771,tp - Science & Technology,Widerstand,2
31,771,tp - Science & Technology,maske,1
10,772,In$ide Paradeplatz,Wissenschaft,2
115,772,In$ide Paradeplatz,BAG,2
244,772,In$ide Paradeplatz,taskforce,1
24,773,reitschuster,Wirtschaft,2
25,773,reitschuster,geld,1
70,773,reitschuster,virus-mutation,1
6,774,ScienceFiles,Studie,2
11,774,ScienceFiles,who,1
10,775,ntv,Wissenschaft,2
6,775,ntv,Studie,2
315,775,ntv,infektion,1
98,775,ntv,spike-protein,1
96,776,Epoch Times,Spital,2
27,776,Epoch Times,Zahlen,2
22,776,Epoch Times,manipulation,1
7,776,Epoch Times,sterblichkeit,1
22,777,Club der klaren Worte,manipulation,1
2,778,tagblatt.ch,Impfung,2
3,778,tagblatt.ch,mit oder an impfung gestorben,1
2,779,Epoch Times,Impfung,2
35,779,Epoch Times,immunität,1
70,779,Epoch Times,virus-mutation,1
37,780,Corona Transition,Politik,2
2,780,Corona Transition,Impfung,2
116,780,Corona Transition,impfpass,1
15,781,Die Ostschweiz,Recht,2
31,781,Die Ostschweiz,maske,1
2,782,Unser Mitteleuropa,Impfung,2
35,782,Unser Mitteleuropa,immunität,1
3,782,Unser Mitteleuropa,mit oder an impfung gestorben,1
96,783,Tichys Einblick,Spital,2
27,783,Tichys Einblick,Zahlen,2
6,783,Tichys Einblick,Studie,2
22,783,Tichys Einblick,manipulation,1
15,784,Nordkurier,Recht,2
60,784,Nordkurier,Schule,2
56,784,Nordkurier,kind,1
31,784,Nordkurier,maske,1
172,784,Nordkurier,weilheim,1
2,785,Corona Transition,Impfung,2
50,785,Corona Transition,P(l)andemie,2
178,785,Corona Transition,moderna,1
786,785,Corona Transition,niaid,1
2,787,Epoch Times,Impfung,2
3,787,Epoch Times,mit oder an impfung gestorben,1
17,787,Epoch Times,blutgerinnungsstörungen,1
18,787,Epoch Times,astrazeneca,1
96,788,Die Welt,Spital,2
37,788,Die Welt,Politik,2
25,788,Die Welt,geld,1
2,789,Frankfurter Rundschau,Impfung,2
4,789,Frankfurter Rundschau,impf-nebenwirkungen,1
15,790,reitschuster,Recht,2
60,790,reitschuster,Schule,2
56,790,reitschuster,kind,1
31,790,reitschuster,maske,1
183,790,reitschuster,weimar,1
2,791,Report24,Impfung,2
4,791,Report24,impf-nebenwirkungen,1
6,792,Wochenblick,Studie,2
60,792,Wochenblick,Schule,2
56,792,Wochenblick,kind,1
317,792,Wochenblick,asymptomatisch,1
10,793,NachDenkSeiten,Wissenschaft,2
68,793,NachDenkSeiten,pcr-test,1
15,794,Epoch Times,Recht,2
37,794,Epoch Times,Politik,2
141,794,Epoch Times,demokratie,1
2,795,INFOsperber,Impfung,2
56,795,INFOsperber,kind,1
57,795,INFOsperber,jugend,1
43,796,RT DE,Widerstand,2
162,796,RT DE,polizei,1
10,797,Epoch Times,Wissenschaft,2
43,797,Epoch Times,Widerstand,2
420,797,Epoch Times,petition,1
68,797,Epoch Times,pcr-test,1
15,798,Epoch Times,Recht,2
2,798,Epoch Times,Impfung,2
96,798,Epoch Times,Spital,2
66,798,Epoch Times,impfzwang,1
79,799,Wochenblick,Gesundheit,2
2,799,Wochenblick,Impfung,2
80,799,Wochenblick,therapeutikum,1
800,799,Wochenblick,cystus 052,1
2,801,Rubikon,Impfung,2
10,801,Rubikon,Wissenschaft,2
37,802,Nau,Politik,2
43,802,Nau,Widerstand,2
32,802,Nau,massnahmen,1
56,802,Nau,kind,1
55,803,RT DE,Medizin,2
8,803,RT DE,lockdown,1
32,803,RT DE,massnahmen,1
2,804,tp - Science & Technology,Impfung,2
4,804,tp - Science & Technology,impf-nebenwirkungen,1
3,804,tp - Science & Technology,mit oder an impfung gestorben,1
368,804,tp - Science & Technology,johnson & johnson,1
113,805,multipolar,zensur,1
22,805,multipolar,manipulation,1
10,806,Global Research,Wissenschaft,2
551,806,Global Research,global research,1
31,806,Global Research,maske,1
27,807,ScienceFiles,Zahlen,2
6,807,ScienceFiles,Studie,2
70,807,ScienceFiles,virus-mutation,1
22,807,ScienceFiles,manipulation,1
27,808,Die Ostschweiz,Zahlen,2
38,808,Die Ostschweiz,bundesrat,1
32,808,Die Ostschweiz,massnahmen,1
2,809,RT DE,Impfung,2
43,809,RT DE,Widerstand,2
62,809,RT DE,impf-stopp,1
4,809,RT DE,impf-nebenwirkungen,1
18,809,RT DE,astrazeneca,1
37,810,Verfassungsfreunde,Politik,2
46,810,Verfassungsfreunde,covid-19-gesetz,1
27,811,Epoch Times,Zahlen,2
11,811,Epoch Times,who,1
2,812,Wochenblick,Impfung,2
27,812,Wochenblick,Zahlen,2
3,812,Wochenblick,mit oder an impfung gestorben,1
7,812,Wochenblick,sterblichkeit,1
2,813,Corona Transition,Impfung,2
4,813,Corona Transition,impf-nebenwirkungen,1
368,813,Corona Transition,johnson & johnson,1
125,813,Corona Transition,ema,1
15,814,RT DE,Recht,2
2,814,RT DE,Impfung,2
66,814,RT DE,impfzwang,1
321,814,RT DE,menschenrechte,1
2,815,corona-blog.net,Impfung,2
6,815,corona-blog.net,Studie,2
178,815,corona-blog.net,moderna,1
41,815,corona-blog.net,biontech,1
4,815,corona-blog.net,impf-nebenwirkungen,1
2,816,Corona Transition,Impfung,2
10,816,Corona Transition,Wissenschaft,2
98,816,Corona Transition,spike-protein,1
4,816,Corona Transition,impf-nebenwirkungen,1
56,816,Corona Transition,kind,1
