from,to,title,group,value
16,343,Achgut.com,Wissenschaft,2
10,343,Achgut.com,massnahmen,1
122,343,Achgut.com,leopoldina,1
33,343,Achgut.com,manipulation,1
47,344,Die Welt,Spital,2
25,344,Die Welt,Zahlen,2
47,345,INFOsperber,Spital,2
25,345,INFOsperber,Zahlen,2
50,345,INFOsperber,quarantäne,1
20,346,ntv,Impfung,2
43,346,ntv,Recht,2
44,346,ntv,impfzwang,1
7,347,Die Ostschweiz,Widerstand,2
189,347,Die Ostschweiz,kultur,1
89,348,NZZ,Studie,2
69,348,NZZ,immunität,1
65,349,NachDenkSeiten,P(l)andemie,2
33,349,NachDenkSeiten,manipulation,1
272,349,NachDenkSeiten,event 201,1
13,350,NachDenkSeiten,Mensch,2
10,350,NachDenkSeiten,massnahmen,1
9,350,NachDenkSeiten,kollateralschäden,1
16,351,reitschuster,Wissenschaft,2
29,351,reitschuster,maske,1
7,352,tagblatt.ch,Widerstand,2
28,352,tagblatt.ch,kind,1
50,352,tagblatt.ch,quarantäne,1
13,353,RT DE,Mensch,2
28,353,RT DE,kind,1
16,354,Pharmazeutische Zeitung,Wissenschaft,2
20,354,Pharmazeutische Zeitung,Impfung,2
38,354,Pharmazeutische Zeitung,impf-nebenwirkungen,1
129,354,Pharmazeutische Zeitung,biontech,1
6,355,Epoch Times,Medizin,2
69,355,Epoch Times,immunität,1
7,356,comm4u,Widerstand,2
6,356,comm4u,Medizin,2
29,356,comm4u,maske,1
6,357,tagblatt.ch,Medizin,2
7,357,tagblatt.ch,Widerstand,2
29,357,tagblatt.ch,maske,1
33,358,In$ide Paradeplatz,manipulation,1
89,359,tagblatt.ch,Studie,2
61,359,tagblatt.ch,Schule,2
28,359,tagblatt.ch,kind,1
25,360,Die Ostschweiz,Zahlen,2
139,360,Die Ostschweiz,BAG,2
50,360,Die Ostschweiz,quarantäne,1
33,360,Die Ostschweiz,manipulation,1
43,361,2020 News,Recht,2
17,361,2020 News,pcr-test,1
13,362,Berliner Zeitung,Mensch,2
9,362,Berliner Zeitung,kollateralschäden,1
25,363,INFOsperber,Zahlen,2
17,363,INFOsperber,pcr-test,1
299,363,INFOsperber,schnelltest,1
33,363,INFOsperber,manipulation,1
43,364,Die Welt,Recht,2
3,364,Die Welt,lockdown2,1
6,365,bitchute,Medizin,2
2,366,AUF,Politik,2
7,366,AUF,Widerstand,2
191,366,AUF,polizei,1
89,367,Jouwatch,Studie,2
10,367,Jouwatch,massnahmen,1
20,368,LifeSiteNews,Impfung,2
69,368,LifeSiteNews,immunität,1
16,369,World Health Organization,Wissenschaft,2
67,369,World Health Organization,who,1
69,369,World Health Organization,immunität,1
43,370,Wochenblick,Recht,2
17,370,Wochenblick,pcr-test,1
47,371,Die Ostschweiz,Spital,2
10,371,Die Ostschweiz,massnahmen,1
6,372,Focus Online,Medizin,2
7,372,Focus Online,Widerstand,2
10,372,Focus Online,massnahmen,1
25,373,Telepolis,Zahlen,2
10,373,Telepolis,massnahmen,1
13,374,NZZ,Mensch,2
10,374,NZZ,massnahmen,1
375,374,NZZ,jugend,1
25,376,Achgut.com,Zahlen,2
67,376,Achgut.com,who,1
26,376,Achgut.com,sterblichkeit,1
7,377,Wochenblick,Widerstand,2
10,377,Wochenblick,massnahmen,1
189,377,Wochenblick,kultur,1
89,378,Achgut.com,Studie,2
29,378,Achgut.com,maske,1
16,379,Rubikon,Wissenschaft,2
10,379,Rubikon,massnahmen,1
81,380,Die Ostschweiz,Wirtschaft,2
53,380,Die Ostschweiz,taskforce,1
3,380,Die Ostschweiz,lockdown2,1
6,381,Rubikon,Medizin,2
26,381,Rubikon,sterblichkeit,1
382,381,Rubikon,therapeutikum,1
25,383,tagblatt.ch,Zahlen,2
18,383,tagblatt.ch,infektion,1
139,384,BAG,BAG,2
35,384,BAG,bundesrat,1
29,384,BAG,maske,1
10,384,BAG,massnahmen,1
139,385,INFOsperber,BAG,2
16,385,INFOsperber,Wissenschaft,2
50,385,INFOsperber,quarantäne,1
17,385,INFOsperber,pcr-test,1
20,386,RT DE,Impfung,2
69,386,RT DE,immunität,1
25,387,Wochenblick,Zahlen,2
26,387,Wochenblick,sterblichkeit,1
16,388,Rubikon,Wissenschaft,2
22,388,Rubikon,lockdown,1
29,389,ARD-Mediathek,maske,1
10,389,ARD-Mediathek,massnahmen,1
43,390,Deutsches Ärzteblatt,Recht,2
20,390,Deutsches Ärzteblatt,Impfung,2
85,390,Deutsches Ärzteblatt,geld,1
2,391,NZZ,Politik,2
189,391,NZZ,kultur,1
33,391,NZZ,manipulation,1
20,392,Die Ostschweiz,Impfung,2
26,392,Die Ostschweiz,sterblichkeit,1
13,393,Youtube,Mensch,2
66,393,Youtube,great reset,1
13,394,reitschuster,Mensch,2
28,394,reitschuster,kind,1
9,394,reitschuster,kollateralschäden,1
20,395,RT DE,Impfung,2
38,395,RT DE,impf-nebenwirkungen,1
8,395,RT DE,zensur,1
33,395,RT DE,manipulation,1
25,396,infosperber,Zahlen,2
43,397,linth24,Recht,2
29,397,linth24,maske,1
25,398,Die Ostschweiz,Zahlen,2
26,398,Die Ostschweiz,sterblichkeit,1
20,399,Wochenblick,Impfung,2
163,399,Wochenblick,mit oder an impfung gestorben,1
129,399,Wochenblick,biontech,1
13,400,Nau,Mensch,2
12,400,Nau,Gesundheit,2
28,400,Nau,kind,1
29,400,Nau,maske,1
9,400,Nau,kollateralschäden,1
6,401,Rubikon,Medizin,2
7,401,Rubikon,Widerstand,2
10,401,Rubikon,massnahmen,1
16,402,Pharmazeutische Zeitung,Wissenschaft,2
20,402,Pharmazeutische Zeitung,Impfung,2
38,402,Pharmazeutische Zeitung,impf-nebenwirkungen,1
25,403,Corona Transition,Zahlen,2
33,403,Corona Transition,manipulation,1
20,404,Telepolis,Impfung,2
13,405,linth24,Mensch,2
48,405,linth24,angst,1
7,406,NZZ,Widerstand,2
23,406,NZZ,covidiot,1
6,407,mediarebell,Medizin,2
29,407,mediarebell,maske,1
20,408,INFOsperber,Impfung,2
13,408,INFOsperber,Mensch,2
409,408,INFOsperber,impfpass,1
410,408,INFOsperber,id2020,1
20,411,SRF,Impfung,2
44,411,SRF,impfzwang,1
16,412,NZZ,Wissenschaft,2
12,412,NZZ,Gesundheit,2
413,412,NZZ,vitamin d,1
7,414,Wochenblick,Widerstand,2
8,414,Wochenblick,zensur,1
33,414,Wochenblick,manipulation,1
20,415,ntv,Impfung,2
163,415,ntv,mit oder an impfung gestorben,1
129,415,ntv,biontech,1
6,416,Tips,Medizin,2
36,416,Tips,welle2,1
16,417,Epoch Times,Wissenschaft,2
7,417,Epoch Times,Widerstand,2
17,417,Epoch Times,pcr-test,1
2,418,Die Ostschweiz,Politik,2
35,418,Die Ostschweiz,bundesrat,1
17,418,Die Ostschweiz,pcr-test,1
20,419,RT DE,Impfung,2
163,419,RT DE,mit oder an impfung gestorben,1
129,419,RT DE,biontech,1
6,420,reitschuster,Medizin,2
29,420,reitschuster,maske,1
2,421,substack.com,Politik,2
58,421,substack.com,wef,1
10,421,substack.com,massnahmen,1
16,422,Nature Medicine,Wissenschaft,2
89,422,Nature Medicine,Studie,2
90,422,Nature Medicine,nature,1
91,422,Nature Medicine,asymptomatisch,1
18,422,Nature Medicine,infektion,1
16,423,Die Ostschweiz,Wissenschaft,2
53,423,Die Ostschweiz,taskforce,1
3,423,Die Ostschweiz,lockdown2,1
33,423,Die Ostschweiz,manipulation,1
6,424,Tagesanzeiger,Medizin,2
2,424,Tagesanzeiger,Politik,2
50,424,Tagesanzeiger,quarantäne,1
33,424,Tagesanzeiger,manipulation,1
6,425,ntv,Medizin,2
7,425,ntv,Widerstand,2
10,425,ntv,massnahmen,1
43,426,RT DE,Recht,2
7,426,RT DE,Widerstand,2
33,426,RT DE,manipulation,1
12,427,RT DE,Gesundheit,2
17,427,RT DE,pcr-test,1
33,427,RT DE,manipulation,1
6,428,medinside.ch,Medizin,2
12,428,medinside.ch,Gesundheit,2
18,428,medinside.ch,infektion,1
6,429,substack.com,Medizin,2
14,430,substack.com,dialog,1
33,430,substack.com,manipulation,1
47,431,medinside.ch,Spital,2
25,431,medinside.ch,Zahlen,2
139,431,medinside.ch,BAG,2
432,431,medinside.ch,sgi,1
33,433,tagesschau.de,manipulation,1
20,434,Handelsblatt,Impfung,2
163,434,Handelsblatt,mit oder an impfung gestorben,1
435,434,Handelsblatt,astrazeneca,1
13,436,Verborgene Wahrheit,Mensch,2
61,436,Verborgene Wahrheit,Schule,2
28,436,Verborgene Wahrheit,kind,1
139,437,Corona Transition,BAG,2
17,437,Corona Transition,pcr-test,1
43,438,substack.com,Recht,2
6,439,Unzensuriert,Medizin,2
7,439,Unzensuriert,Widerstand,2
43,439,Unzensuriert,Recht,2
4,439,Unzensuriert,willkür,1
89,440,RT DE,Studie,2
29,440,RT DE,maske,1
2,441,Swissmedic,Politik,2
442,441,Swissmedic,swissmedic,1
35,441,Swissmedic,bundesrat,1
382,441,Swissmedic,therapeutikum,1
13,443,RT DE,Mensch,2
10,443,RT DE,massnahmen,1
9,443,RT DE,kollateralschäden,1
2,444,Rubikon,Politik,2
58,444,Rubikon,wef,1
410,444,Rubikon,id2020,1
33,444,Rubikon,manipulation,1
7,445,InsideCorona,Widerstand,2
10,445,InsideCorona,massnahmen,1
43,446,linth24,Recht,2
29,446,linth24,maske,1
89,447,2020 News,Studie,2
61,447,2020 News,Schule,2
29,447,2020 News,maske,1
28,447,2020 News,kind,1
16,448,RT DE,Wissenschaft,2
17,448,RT DE,pcr-test,1
20,449,2020 News,Impfung,2
43,449,2020 News,Recht,2
25,450,Epoch Times,Zahlen,2
26,450,Epoch Times,sterblichkeit,1
89,451,2020 News,Studie,2
16,451,2020 News,Wissenschaft,2
20,451,2020 News,Impfung,2
38,451,2020 News,impf-nebenwirkungen,1
452,451,2020 News,immunsystem,1
2,453,Weltwoche daily,Politik,2
10,453,Weltwoche daily,massnahmen,1
6,454,ORF,Medizin,2
48,454,ORF,angst,1
81,455,Wochenblick,Wirtschaft,2
85,455,Wochenblick,geld,1
16,456,WHO,Wissenschaft,2
67,456,WHO,who,1
17,456,WHO,pcr-test,1
6,457,Bärnerbär,Medizin,2
69,457,Bärnerbär,immunität,1
89,458,NDR,Studie,2
28,458,NDR,kind,1
10,458,NDR,massnahmen,1
13,459,Die Ostschweiz,Mensch,2
2,459,Die Ostschweiz,Politik,2
48,459,Die Ostschweiz,angst,1
33,459,Die Ostschweiz,manipulation,1
25,460,RT DE,Zahlen,2
22,460,RT DE,lockdown,1
6,461,Swiss Policy Research,Medizin,2
382,461,Swiss Policy Research,therapeutikum,1
89,462,Achgut.com,Studie,2
17,462,Achgut.com,pcr-test,1
16,463,infekt.ch,Wissenschaft,2
22,463,infekt.ch,lockdown,1
89,464,ScienceFiles,Studie,2
91,464,ScienceFiles,asymptomatisch,1
13,465,reitschuster,Mensch,2
112,465,reitschuster,demokratie,1
89,466,reitschuster,Studie,2
29,466,reitschuster,maske,1
26,466,reitschuster,sterblichkeit,1
6,467,Youtube,Medizin,2
67,467,Youtube,who,1
6,468,bitchute,Medizin,2
43,468,bitchute,Recht,2
7,468,bitchute,Widerstand,2
28,468,bitchute,kind,1
29,468,bitchute,maske,1
43,469,Nordkurier,Recht,2
7,469,Nordkurier,Widerstand,2
2,469,Nordkurier,Politik,2
191,469,Nordkurier,polizei,1
25,470,reitschuster,Zahlen,2
47,470,reitschuster,Spital,2
203,470,reitschuster,beatmung,1
20,471,2020 News,Impfung,2
38,471,2020 News,impf-nebenwirkungen,1
16,472,infekt.ch,Wissenschaft,2
17,472,infekt.ch,pcr-test,1
25,473,INFOsperber,Zahlen,2
47,473,INFOsperber,Spital,2
33,473,INFOsperber,manipulation,1
81,474,Epoch Times,Wirtschaft,2
66,474,Epoch Times,great reset,1
22,474,Epoch Times,lockdown,1
6,475,telegra.ph,Medizin,2
29,475,telegra.ph,maske,1
2,476,linth24,Politik,2
10,476,linth24,massnahmen,1
2,477,Berliner Zeitung,Politik,2
17,477,Berliner Zeitung,pcr-test,1
13,478,Epoch Times,Mensch,2
9,478,Epoch Times,kollateralschäden,1
25,479,NachDenkSeiten,Zahlen,2
33,479,NachDenkSeiten,manipulation,1
13,480,ZE!TPUNKT,Mensch,2
14,480,ZE!TPUNKT,dialog,1
20,481,Focus Online,Impfung,2
16,481,Focus Online,Wissenschaft,2
38,481,Focus Online,impf-nebenwirkungen,1
129,481,Focus Online,biontech,1
47,482,RND,Spital,2
25,482,RND,Zahlen,2
33,482,RND,manipulation,1
2,483,RT DE,Politik,2
20,483,RT DE,Impfung,2
4,483,RT DE,willkür,1
25,484,ZDF,Zahlen,2
33,484,ZDF,manipulation,1
2,485,arte,Politik,2
13,485,arte,Mensch,2
10,485,arte,massnahmen,1
6,486,Epoch Times,Medizin,2
7,486,Epoch Times,Widerstand,2
29,486,Epoch Times,maske,1
139,487,Weltwoche,BAG,2
25,487,Weltwoche,Zahlen,2
17,487,Weltwoche,pcr-test,1
48,487,Weltwoche,angst,1
43,488,NZZ,Recht,2
98,488,NZZ,grundrechte,1
89,489,NachDenkSeiten,Studie,2
22,489,NachDenkSeiten,lockdown,1
26,489,NachDenkSeiten,sterblichkeit,1
20,490,SNA,Impfung,2
43,490,SNA,Recht,2
38,490,SNA,impf-nebenwirkungen,1
20,491,Wochenblick,Impfung,2
129,491,Wochenblick,biontech,1
85,491,Wochenblick,geld,1
12,492,INFOsperber,Gesundheit,2
17,492,INFOsperber,pcr-test,1
33,492,INFOsperber,manipulation,1
7,493,World Freedom Alliance,Widerstand,2
43,493,World Freedom Alliance,Recht,2
7,494,Wochenblick,Widerstand,2
191,494,Wochenblick,polizei,1
139,495,BAG,BAG,2
20,495,BAG,Impfung,2
35,495,BAG,bundesrat,1
435,495,BAG,astrazeneca,1
214,496,BR,Behörde,2
2,496,BR,Politik,2
29,496,BR,maske,1
28,496,BR,kind,1
16,497,RT DE,Wissenschaft,2
79,497,RT DE,evidenz,1
22,497,RT DE,lockdown,1
13,498,Rubikon,Mensch,2
48,498,Rubikon,angst,1
16,499,Telepolis,Wissenschaft,2
89,499,Telepolis,Studie,2
25,499,Telepolis,Zahlen,2
22,499,Telepolis,lockdown,1
6,500,The New York Times,Medizin,2
16,500,The New York Times,Wissenschaft,2
17,500,The New York Times,pcr-test,1
2,501,Die Ostschweiz,Politik,2
112,501,Die Ostschweiz,demokratie,1
10,501,Die Ostschweiz,massnahmen,1
13,502,NZZ,Mensch,2
48,502,NZZ,angst,1
65,503,multipolar,P(l)andemie,2
58,503,multipolar,wef,1
272,503,multipolar,event 201,1
33,503,multipolar,manipulation,1
33,504,RT DE,manipulation,1
7,505,Rubikon,Widerstand,2
28,505,Rubikon,kind,1
20,506,Brighteon,Impfung,2
7,506,Brighteon,Widerstand,2
38,506,Brighteon,impf-nebenwirkungen,1
89,507,Wochenblick,Studie,2
50,507,Wochenblick,quarantäne,1
91,507,Wochenblick,asymptomatisch,1
2,508,Wochenblick,Politik,2
25,508,Wochenblick,Zahlen,2
47,509,Re-Check,Spital,2
25,509,Re-Check,Zahlen,2
139,509,Re-Check,BAG,2
35,509,Re-Check,bundesrat,1
48,509,Re-Check,angst,1
33,509,Re-Check,manipulation,1
43,510,2020 News,Recht,2
25,511,Telepolis,Zahlen,2
116,511,Telepolis,r-wert,1
82,511,Telepolis,rki,1
6,512,Die Ostschweiz,Medizin,2
28,512,Die Ostschweiz,kind,1
29,512,Die Ostschweiz,maske,1
6,513,linth24,Medizin,2
452,513,linth24,immunsystem,1
17,514,Wochenblick,pcr-test,1
3,514,Wochenblick,lockdown2,1
33,514,Wochenblick,manipulation,1
6,515,Deutsche Apotheker Zeitung,Medizin,2
17,515,Deutsche Apotheker Zeitung,pcr-test,1
20,516,Wochenblick,Impfung,2
38,516,Wochenblick,impf-nebenwirkungen,1
129,516,Wochenblick,biontech,1
25,517,Die Welt,Zahlen,2
13,517,Die Welt,Mensch,2
20,518,Wochenblick,Impfung,2
43,518,Wochenblick,Recht,2
38,518,Wochenblick,impf-nebenwirkungen,1
6,519,linth24,Medizin,2
17,519,linth24,pcr-test,1
65,520,multipolar,P(l)andemie,2
2,520,multipolar,Politik,2
82,520,multipolar,rki,1
20,521,Rubikon,Impfung,2
25,522,Die Welt,Zahlen,2
82,522,Die Welt,rki,1
67,522,Die Welt,who,1
26,522,Die Welt,sterblichkeit,1
13,523,Berliner Zeitung,Mensch,2
33,523,Berliner Zeitung,manipulation,1
7,524,NZZ,Widerstand,2
81,524,NZZ,Wirtschaft,2
29,524,NZZ,maske,1
13,525,Telepolis,Mensch,2
10,525,Telepolis,massnahmen,1
48,525,Telepolis,angst,1
13,526,FPÖ TV,Mensch,2
28,526,FPÖ TV,kind,1
29,526,FPÖ TV,maske,1
16,527,Deutsches Ärzteblatt,Wissenschaft,2
82,527,Deutsches Ärzteblatt,rki,1
17,527,Deutsches Ärzteblatt,pcr-test,1
26,527,Deutsches Ärzteblatt,sterblichkeit,1
13,528,Telepolis,Mensch,2
29,528,Telepolis,maske,1
20,529,Swissmedic,Impfung,2
442,529,Swissmedic,swissmedic,1
25,530,Berliner Zeitung,Zahlen,2
33,530,Berliner Zeitung,manipulation,1
25,531,INFOsperber,Zahlen,2
33,531,INFOsperber,manipulation,1
48,531,INFOsperber,angst,1
139,532,Die Ostschweiz,BAG,2
4,532,Die Ostschweiz,willkür,1
25,533,Epoch Times,Zahlen,2
18,533,Epoch Times,infektion,1
3,533,Epoch Times,lockdown2,1
6,534,Epoch Times,Medizin,2
7,534,Epoch Times,Widerstand,2
10,534,Epoch Times,massnahmen,1
6,535,Tagesanzeiger,Medizin,2
261,535,Tagesanzeiger,massentest,1
61,536,Die Welt,Schule,2
28,536,Die Welt,kind,1
6,537,Deutsches Ärzteblatt,Medizin,2
13,537,Deutsches Ärzteblatt,Mensch,2
10,537,Deutsches Ärzteblatt,massnahmen,1
43,538,KenFM,Recht,2
17,538,KenFM,pcr-test,1
139,539,Bundesrat,BAG,2
20,539,Bundesrat,Impfung,2
35,539,Bundesrat,bundesrat,1
85,539,Bundesrat,geld,1
540,539,Bundesrat,covax,1
541,539,Bundesrat,gavi,1
25,542,Die Ostschweiz,Zahlen,2
89,543,Epoch Times,Studie,2
81,543,Epoch Times,Wirtschaft,2
85,543,Epoch Times,geld,1
20,544,Telepolis,Impfung,2
38,544,Telepolis,impf-nebenwirkungen,1
43,545,Youtube,Recht,2
85,545,Youtube,geld,1
6,546,Unzensuriert,Medizin,2
7,546,Unzensuriert,Widerstand,2
10,546,Unzensuriert,massnahmen,1
6,547,Corona Transition,Medizin,2
20,547,Corona Transition,Impfung,2
4,547,Corona Transition,willkür,1
33,547,Corona Transition,manipulation,1
16,548,Corona Transition,Wissenschaft,2
17,548,Corona Transition,pcr-test,1
13,549,Schweizer Monat,Mensch,2
48,549,Schweizer Monat,angst,1
112,549,Schweizer Monat,demokratie,1
89,550,tp - Science & Technology,Studie,2
91,550,tp - Science & Technology,asymptomatisch,1
20,551,RT DE,Impfung,2
16,551,RT DE,Wissenschaft,2
69,551,RT DE,immunität,1
25,552,Focus Online,Zahlen,2
10,552,Focus Online,massnahmen,1
13,553,ZDF,Mensch,2
48,553,ZDF,angst,1
16,554,Youtube,Wissenschaft,2
17,554,Youtube,pcr-test,1
139,555,BAG,BAG,2
20,555,BAG,Impfung,2
35,555,BAG,bundesrat,1
556,555,BAG,moderna,1
25,557,comm4u,Zahlen,2
33,557,comm4u,manipulation,1
13,558,Telepolis,Mensch,2
29,558,Telepolis,maske,1
9,558,Telepolis,kollateralschäden,1
25,559,In$ide Paradeplatz,Zahlen,2
116,559,In$ide Paradeplatz,r-wert,1
10,559,In$ide Paradeplatz,massnahmen,1
2,560,Die Welt,Politik,2
43,560,Die Welt,Recht,2
10,560,Die Welt,massnahmen,1
89,561,RT DE,Studie,2
17,561,RT DE,pcr-test,1
6,562,Deutsches Ärzteblatt,Medizin,2
17,562,Deutsches Ärzteblatt,pcr-test,1
6,563,medinside.ch,Medizin,2
43,563,medinside.ch,Recht,2
4,563,medinside.ch,willkür,1
2,564,Focus Online,Politik,2
23,564,Focus Online,covidiot,1
16,565,Youtube,Wissenschaft,2
13,565,Youtube,Mensch,2
28,565,Youtube,kind,1
10,565,Youtube,massnahmen,1
20,566,Schweizer Ärztezeitung,Impfung,2
6,566,Schweizer Ärztezeitung,Medizin,2
38,566,Schweizer Ärztezeitung,impf-nebenwirkungen,1
2,567,ZE!TPUNKT,Politik,2
214,567,ZE!TPUNKT,Behörde,2
16,567,ZE!TPUNKT,Wissenschaft,2
17,567,ZE!TPUNKT,pcr-test,1
25,568,Telepolis,Zahlen,2
10,568,Telepolis,massnahmen,1
16,569,Die Ostschweiz,Wissenschaft,2
81,569,Die Ostschweiz,Wirtschaft,2
17,569,Die Ostschweiz,pcr-test,1
20,570,NachDenkSeiten,Impfung,2
571,570,NachDenkSeiten,impfplan,1
139,572,BAG,BAG,2
35,572,BAG,bundesrat,1
573,572,BAG,molecular partners,1
382,572,BAG,therapeutikum,1
20,574,Tagesanzeiger,Impfung,2
38,574,Tagesanzeiger,impf-nebenwirkungen,1
435,574,Tagesanzeiger,astrazeneca,1
47,575,tagesschau.de,Spital,2
85,575,tagesschau.de,geld,1
25,576,ntv,Zahlen,2
36,576,ntv,welle2,1
10,576,ntv,massnahmen,1
2,577,Epoch Times,Politik,2
67,577,Epoch Times,who,1
3,577,Epoch Times,lockdown2,1
579,578,ntv,welle1,1
67,578,ntv,who,1
33,578,ntv,manipulation,1
20,580,Swissmedic,Impfung,2
442,580,Swissmedic,swissmedic,1
129,580,Swissmedic,biontech,1
6,581,Berliner Zeitung,Medizin,2
25,581,Berliner Zeitung,Zahlen,2
26,581,Berliner Zeitung,sterblichkeit,1
2,582,Bundesrat,Politik,2
35,582,Bundesrat,bundesrat,1
10,582,Bundesrat,massnahmen,1
6,583,Schweizer Ärztezeitung,Medizin,2
17,583,Schweizer Ärztezeitung,pcr-test,1
43,584,Youtube,Recht,2
28,584,Youtube,kind,1
10,584,Youtube,massnahmen,1
585,584,Youtube,völkerrecht,1
89,586,Thieme,Studie,2
6,586,Thieme,Medizin,2
587,586,Thieme,thieme,1
82,586,Thieme,rki,1
29,586,Thieme,maske,1
16,588,Medizinische Universität Innsbruck,Wissenschaft,2
69,588,Medizinische Universität Innsbruck,immunität,1
16,589,Handelsblatt,Wissenschaft,2
48,589,Handelsblatt,angst,1
590,589,Handelsblatt,diehm,1
43,591,Wochenblick,Recht,2
17,591,Wochenblick,pcr-test,1
20,592,Berliner Zeitung,Impfung,2
43,592,Berliner Zeitung,Recht,2
44,592,Berliner Zeitung,impfzwang,1
16,593,Corman-Drosten,Wissenschaft,2
17,593,Corman-Drosten,pcr-test,1
10,594,reitschuster,massnahmen,1
33,594,reitschuster,manipulation,1
2,595,linth24,Politik,2
10,595,linth24,massnahmen,1
47,596,medinside.ch,Spital,2
2,596,medinside.ch,Politik,2
2,597,Bundesrat,Politik,2
20,597,Bundesrat,Impfung,2
35,597,Bundesrat,bundesrat,1
85,597,Bundesrat,geld,1
47,598,INFOsperber,Spital,2
25,598,INFOsperber,Zahlen,2
139,598,INFOsperber,BAG,2
85,598,INFOsperber,geld,1
33,598,INFOsperber,manipulation,1
6,599,Deutsches Ärzteblatt,Medizin,2
18,599,Deutsches Ärzteblatt,infektion,1
