from,to,title,group,value
3,456,tagblatt.ch,2021,2
21,457,Die Ostschweiz,CH,2
3,457,Die Ostschweiz,2021,2
21,458,Corona Transition,CH,2
3,458,Corona Transition,2021,2
2,459,Epoch Times,DE,2
3,459,Epoch Times,2021,2
2,460,NachDenkSeiten,DE,2
11,460,NachDenkSeiten,2020,2
6,461,tp - Science & Technology,AT,2
3,461,tp - Science & Technology,2021,2
6,462,tp - Science & Technology,AT,2
3,462,tp - Science & Technology,2021,2
6,463,Wochenblick,AT,2
3,463,Wochenblick,2021,2
13,464,tp - Science & Technology,US,2
3,464,tp - Science & Technology,2021,2
13,465,tp - Science & Technology,US,2
3,465,tp - Science & Technology,2021,2
21,466,Weltwoche daily,CH,2
3,466,Weltwoche daily,2021,2
2,467,RT DE,DE,2
3,467,RT DE,2021,2
2,468,reitschuster,DE,2
3,468,reitschuster,2021,2
6,469,tp - Science & Technology,AT,2
3,469,tp - Science & Technology,2021,2
21,470,Corona Transition,CH,2
3,470,Corona Transition,2021,2
2,471,reitschuster,DE,2
3,471,reitschuster,2021,2
76,472,substack.com,COM,2
3,472,substack.com,2021,2
84,473,RT DE,SE,2
3,473,RT DE,2021,2
21,474,SRF,CH,2
11,474,SRF,2020,2
21,475,SRF,CH,2
3,475,SRF,2021,2
2,476,ntv,DE,2
3,476,ntv,2021,2
62,477,Berliner Zeitung,IL,2
3,477,Berliner Zeitung,2021,2
6,478,Wochenblick,AT,2
3,478,Wochenblick,2021,2
2,479,ntv,DE,2
3,479,ntv,2021,2
2,480,Die Welt,DE,2
3,480,Die Welt,2021,2
69,481,Epoch Times,false,2
3,481,Epoch Times,2021,2
2,482,Epoch Times,DE,2
3,482,Epoch Times,2021,2
13,483,RT DE,US,2
3,483,RT DE,2021,2
2,484,Die Welt,DE,2
11,484,Die Welt,2020,2
2,485,Die Welt,DE,2
3,485,Die Welt,2021,2
2,486,corona-blog.net,DE,2
3,486,corona-blog.net,2021,2
488,487,Report24,FR,2
3,487,Report24,2021,2
2,489,ntv,DE,2
3,489,ntv,2021,2
84,490,World Freedom Alliance,SE,2
11,490,World Freedom Alliance,2020,2
6,491,Wochenblick,AT,2
3,491,Wochenblick,2021,2
6,492,Wochenblick,AT,2
3,492,Wochenblick,2021,2
21,493,Weltwoche daily,CH,2
3,493,Weltwoche daily,2021,2
21,494,infekt.ch,CH,2
3,494,infekt.ch,2021,2
3,495,Research Square,2021,2
21,496,linth24,CH,2
3,496,linth24,2021,2
2,497,Deutsches Ärzteblatt,DE,2
3,497,Deutsches Ärzteblatt,2021,2
2,498,reitschuster,DE,2
3,498,reitschuster,2021,2
3,499,Marty McKay,2021,2
6,500,tp - Science & Technology,AT,2
3,500,tp - Science & Technology,2021,2
2,501,Berliner Zeitung,DE,2
3,501,Berliner Zeitung,2021,2
13,502,National Institute of Allergy and Infectious Diseases,US,2
268,502,National Institute of Allergy and Infectious Diseases,2019,2
21,503,SRF,CH,2
11,503,SRF,2020,2
21,504,In$ide Paradeplatz,CH,2
3,504,In$ide Paradeplatz,2021,2
2,505,multipolar,DE,2
11,505,multipolar,2020,2
250,506,Wochenblick,ES,2
3,506,Wochenblick,2021,2
2,507,Focus Online,DE,2
11,507,Focus Online,2020,2
21,508,Tagesanzeiger,CH,2
3,508,Tagesanzeiger,2021,2
2,509,NachDenkSeiten,DE,2
3,509,NachDenkSeiten,2021,2
2,510,Rubikon,DE,2
11,510,Rubikon,2020,2
2,511,Die Welt,DE,2
3,511,Die Welt,2021,2
2,512,reitschuster,DE,2
3,512,reitschuster,2021,2
2,513,Telepolis,DE,2
11,513,Telepolis,2020,2
13,514,Corona Transition,US,2
3,514,Corona Transition,2021,2
130,515,World Health Organization,ORG,2
11,515,World Health Organization,2020,2
84,516,tp - Science & Technology,SE,2
3,516,tp - Science & Technology,2021,2
21,517,INFOsperber,CH,2
11,517,INFOsperber,2020,2
2,518,Rubikon,DE,2
11,518,Rubikon,2020,2
21,519,Die Ostschweiz,CH,2
3,519,Die Ostschweiz,2021,2
21,520,Tagesanzeiger,CH,2
3,520,Tagesanzeiger,2021,2
21,521,Die Ostschweiz,CH,2
3,521,Die Ostschweiz,2021,2
2,522,Berliner Zeitung,DE,2
11,522,Berliner Zeitung,2020,2
6,523,Wochenblick,AT,2
3,523,Wochenblick,2021,2
6,524,Unzensuriert,AT,2
11,524,Unzensuriert,2020,2
21,525,Die Ostschweiz,CH,2
3,525,Die Ostschweiz,2021,2
2,526,Deutschlandfunk,DE,2
3,526,Deutschlandfunk,2021,2
13,527,tp - Science & Technology,US,2
3,527,tp - Science & Technology,2021,2
2,528,Berliner Zeitung,DE,2
3,528,Berliner Zeitung,2021,2
2,529,Epoch Times,DE,2
3,529,Epoch Times,2021,2
2,530,Rubikon,DE,2
3,530,Rubikon,2021,2
2,531,NachDenkSeiten,DE,2
3,531,NachDenkSeiten,2021,2
2,532,Epoch Times,DE,2
3,532,Epoch Times,2021,2
2,533,RT DE,DE,2
3,533,RT DE,2021,2
21,534,NZZ,CH,2
3,534,NZZ,2021,2
6,535,tp - Science & Technology,AT,2
3,535,tp - Science & Technology,2021,2
11,536,Youtube,2020,2
6,537,Wochenblick,AT,2
3,537,Wochenblick,2021,2
2,538,Tichys Einblick,DE,2
3,538,Tichys Einblick,2021,2
21,539,linth24,CH,2
11,539,linth24,2020,2
2,540,Epoch Times,DE,2
3,540,Epoch Times,2021,2
21,541,Corona Transition,CH,2
3,541,Corona Transition,2021,2
84,542,Wochenblick,SE,2
3,542,Wochenblick,2021,2
2,543,ntv,DE,2
3,543,ntv,2021,2
101,544,Unser Mitteleuropa,EU,2
3,544,Unser Mitteleuropa,2021,2
6,545,Wochenblick,AT,2
3,545,Wochenblick,2021,2
2,546,Epoch Times,DE,2
3,546,Epoch Times,2021,2
62,547,Wochenblick,IL,2
3,547,Wochenblick,2021,2
2,548,Berliner Zeitung,DE,2
3,548,Berliner Zeitung,2021,2
2,549,reitschuster,DE,2
3,549,reitschuster,2021,2
21,550,Kinder-Maskenpetition,CH,2
3,550,Kinder-Maskenpetition,2021,2
21,551,Die Ostschweiz,CH,2
3,551,Die Ostschweiz,2021,2
6,552,tp - Science & Technology,AT,2
3,552,tp - Science & Technology,2021,2
21,553,INFOsperber,CH,2
3,553,INFOsperber,2021,2
2,554,NachDenkSeiten,DE,2
11,554,NachDenkSeiten,2020,2
156,555,Tagesanzeiger,CN,2
11,555,Tagesanzeiger,2020,2
21,556,Die Ostschweiz,CH,2
3,556,Die Ostschweiz,2021,2
6,557,tp - Science & Technology,AT,2
3,557,tp - Science & Technology,2021,2
2,558,Telepolis,DE,2
11,558,Telepolis,2020,2
130,559,World Health Organization,ORG,2
11,559,World Health Organization,2020,2
13,560,tp - Science & Technology,US,2
3,560,tp - Science & Technology,2021,2
2,561,ntv,DE,2
3,561,ntv,2021,2
21,562,SRF,CH,2
11,562,SRF,2020,2
21,563,Corona Transition,CH,2
3,563,Corona Transition,2021,2
2,564,Rubikon,DE,2
11,564,Rubikon,2020,2
6,565,Wochenblick,AT,2
3,565,Wochenblick,2021,2
2,566,reitschuster,DE,2
3,566,reitschuster,2021,2
2,567,Die Welt,DE,2
3,567,Die Welt,2021,2
21,568,Das Schweizer Parlament,CH,2
3,568,Das Schweizer Parlament,2021,2
21,569,linth24,CH,2
3,569,linth24,2021,2
21,570,SVP Kanton Zürich,CH,2
3,570,SVP Kanton Zürich,2021,2
2,571,reitschuster,DE,2
11,571,reitschuster,2020,2
21,572,Die Ostschweiz,CH,2
3,572,Die Ostschweiz,2021,2
21,573,Nau,CH,2
3,573,Nau,2021,2
2,574,multipolar,DE,2
3,574,multipolar,2021,2
156,575,Journal of Virology,CN,2
268,575,Journal of Virology,2019,2
13,576,Wochenblick,US,2
11,576,Wochenblick,2020,2
69,577,RT DE,false,2
3,577,RT DE,2021,2
6,578,Report24,AT,2
3,578,Report24,2021,2
2,579,Epoch Times,DE,2
3,579,Epoch Times,2021,2
6,580,Wochenblick,AT,2
3,580,Wochenblick,2021,2
13,581,Achgut.com,US,2
3,581,Achgut.com,2021,2
21,582,linth24,CH,2
11,582,linth24,2020,2
2,583,RT DE,DE,2
3,583,RT DE,2021,2
2,584,Achgut.com,DE,2
3,584,Achgut.com,2021,2
62,585,Report24,IL,2
3,585,Report24,2021,2
11,586,Vimeo,2020,2
6,587,Wochenblick,AT,2
3,587,Wochenblick,2021,2
21,588,SVP Schweiz,CH,2
3,588,SVP Schweiz,2021,2
21,589,Weltwoche daily,CH,2
3,589,Weltwoche daily,2021,2
21,590,Beobachter,CH,2
11,590,Beobachter,2020,2
21,591,Corona Transition,CH,2
3,591,Corona Transition,2021,2
6,592,Wochenblick,AT,2
3,592,Wochenblick,2021,2
21,593,Die Ostschweiz,CH,2
11,593,Die Ostschweiz,2020,2
2,594,Deutsches Ärzteblatt,DE,2
11,594,Deutsches Ärzteblatt,2020,2
2,595,RT DE,DE,2
3,595,RT DE,2021,2
21,596,In$ide Paradeplatz,CH,2
3,596,In$ide Paradeplatz,2021,2
21,597,Die Ostschweiz,CH,2
3,597,Die Ostschweiz,2021,2
21,598,INFOsperber,CH,2
11,598,INFOsperber,2020,2
21,599,Corona Transition,CH,2
3,599,Corona Transition,2021,2
2,600,ScienceFiles,DE,2
3,600,ScienceFiles,2021,2
2,601,Focus Online,DE,2
3,601,Focus Online,2021,2
6,602,Report24,AT,2
3,602,Report24,2021,2
2,603,Rubikon,DE,2
3,603,Rubikon,2021,2
6,604,tp - Science & Technology,AT,2
3,604,tp - Science & Technology,2021,2
21,605,ZE!TPUNKT,CH,2
11,605,ZE!TPUNKT,2020,2
2,606,ScienceFiles,DE,2
3,606,ScienceFiles,2021,2
2,607,Epoch Times,DE,2
3,607,Epoch Times,2021,2
2,608,multipolar,DE,2
11,608,multipolar,2020,2
21,609,tagblatt.ch,CH,2
3,609,tagblatt.ch,2021,2
2,610,NachDenkSeiten,DE,2
3,610,NachDenkSeiten,2021,2
6,611,Report24,AT,2
3,611,Report24,2021,2
6,612,tp - Science & Technology,AT,2
3,612,tp - Science & Technology,2021,2
11,613,Sebastian Friebel,2020,2
21,614,Corona Transition,CH,2
3,614,Corona Transition,2021,2
2,615,Report24,DE,2
3,615,Report24,2021,2
6,616,tp - Science & Technology,AT,2
3,616,tp - Science & Technology,2021,2
21,617,Die Ostschweiz,CH,2
3,617,Die Ostschweiz,2021,2
2,618,Rubikon,DE,2
11,618,Rubikon,2020,2
21,619,medinside.ch,CH,2
11,619,medinside.ch,2020,2
13,620,tp - Science & Technology,US,2
3,620,tp - Science & Technology,2021,2
2,621,Focus Online,DE,2
3,621,Focus Online,2021,2
6,622,tp - Science & Technology,AT,2
3,622,tp - Science & Technology,2021,2
2,623,ScienceFiles,DE,2
3,623,ScienceFiles,2021,2
60,624,Epoch Times,UK,2
3,624,Epoch Times,2021,2
21,625,Corona Transition,CH,2
3,625,Corona Transition,2021,2
2,626,ScienceFiles,DE,2
3,626,ScienceFiles,2021,2
60,627,tp - Science & Technology,UK,2
3,627,tp - Science & Technology,2021,2
191,628,Epoch Times,IT,2
3,628,Epoch Times,2021,2
11,629,Youtube,2020,2
21,630,Die Ostschweiz,CH,2
3,630,Die Ostschweiz,2021,2
2,631,ntv,DE,2
3,631,ntv,2021,2
21,632,NZZ,CH,2
3,632,NZZ,2021,2
2,633,Epoch Times,DE,2
3,633,Epoch Times,2021,2
2,634,reitschuster,DE,2
3,634,reitschuster,2021,2
11,635,bitchute,2020,2
6,636,tp - Science & Technology,AT,2
3,636,tp - Science & Technology,2021,2
13,637,Netflix,US,2
268,637,Netflix,2019,2
2,638,Achgut.com,DE,2
3,638,Achgut.com,2021,2
21,639,Die Ostschweiz,CH,2
3,639,Die Ostschweiz,2021,2
2,640,RT DE,DE,2
11,640,RT DE,2020,2
130,641,World Health Organization,ORG,2
11,641,World Health Organization,2020,2
2,642,ScienceFiles,DE,2
3,642,ScienceFiles,2021,2
62,643,Wochenblick,IL,2
3,643,Wochenblick,2021,2
21,644,NZZ,CH,2
3,644,NZZ,2021,2
101,645,Unser Mitteleuropa,EU,2
3,645,Unser Mitteleuropa,2021,2
2,646,ntv,DE,2
3,646,ntv,2021,2
11,647,bitchute,2020,2
21,648,Corona Transition,CH,2
3,648,Corona Transition,2021,2
2,649,Tichys Einblick,DE,2
3,649,Tichys Einblick,2021,2
21,650,Berner Zeitung,CH,2
11,650,Berner Zeitung,2020,2
21,651,Corona Transition,CH,2
3,651,Corona Transition,2021,2
2,652,Achgut.com,DE,2
11,652,Achgut.com,2020,2
2,653,reitschuster,DE,2
3,653,reitschuster,2021,2
13,654,tp - Science & Technology,US,2
3,654,tp - Science & Technology,2021,2
656,655,Wochenblick,SC,2
3,655,Wochenblick,2021,2
21,657,Die Ostschweiz,CH,2
3,657,Die Ostschweiz,2021,2
21,658,Tagesanzeiger,CH,2
3,658,Tagesanzeiger,2021,2
13,659,Report24,US,2
3,659,Report24,2021,2
6,660,ServusTV,AT,2
3,660,ServusTV,2021,2
21,661,Das Schweizer Parlament,CH,2
11,661,Das Schweizer Parlament,2020,2
2,662,Focus Online,DE,2
11,662,Focus Online,2020,2
21,663,Corona Transition,CH,2
3,663,Corona Transition,2021,2
2,664,RT DE,DE,2
3,664,RT DE,2021,2
21,665,Die Ostschweiz,CH,2
3,665,Die Ostschweiz,2021,2
60,666,Report24,UK,2
3,666,Report24,2021,2
2,667,2020 News,DE,2
11,667,2020 News,2020,2
13,668,RT DE,US,2
3,668,RT DE,2021,2
21,669,Kanton Zürich - Bildungsdirektiona - Verfügung,CH,2
3,669,Kanton Zürich - Bildungsdirektiona - Verfügung,2021,2
2,670,ZDF,DE,2
3,670,ZDF,2021,2
21,671,medinside.ch,CH,2
3,671,medinside.ch,2021,2
250,672,RT DE,ES,2
3,672,RT DE,2021,2
2,673,2020 News,DE,2
11,673,2020 News,2020,2
2,674,ScienceFiles,DE,2
3,674,ScienceFiles,2021,2
6,675,Wochenblick,AT,2
3,675,Wochenblick,2021,2
2,676,Rubikon,DE,2
3,676,Rubikon,2021,2
130,677,World Health Organization,ORG,2
11,677,World Health Organization,2020,2
21,678,Die Ostschweiz,CH,2
11,678,Die Ostschweiz,2020,2
21,679,Corona Transition,CH,2
3,679,Corona Transition,2021,2
681,680,Global Research,World,2
3,680,Global Research,2021,2
21,682,tagblatt.ch,CH,2
11,682,tagblatt.ch,2020,2
2,683,reitschuster,DE,2
11,683,reitschuster,2020,2
6,684,Wochenblick,AT,2
3,684,Wochenblick,2021,2
2,685,RT DE,DE,2
11,685,RT DE,2020,2
115,686,reitschuster,PT,2
11,686,reitschuster,2020,2
2,687,Epoch Times,DE,2
3,687,Epoch Times,2021,2
21,688,Die Ostschweiz,CH,2
3,688,Die Ostschweiz,2021,2
6,689,Wochenblick,AT,2
3,689,Wochenblick,2021,2
3,690,Initiative Corona Info,2021,2
6,691,Wochenblick,AT,2
3,691,Wochenblick,2021,2
84,692,2020 News,SE,2
3,692,2020 News,2021,2
694,693,ScienceFiles,IN,2
3,693,ScienceFiles,2021,2
6,695,Report24,AT,2
3,695,Report24,2021,2
2,696,Rubikon,DE,2
11,696,Rubikon,2020,2
2,697,ScienceFiles,DE,2
3,697,ScienceFiles,2021,2
6,698,Wochenblick,AT,2
11,698,Wochenblick,2020,2
21,699,Nau,CH,2
3,699,Nau,2021,2
21,700,Beobachter,CH,2
11,700,Beobachter,2020,2
21,701,medinside.ch,CH,2
11,701,medinside.ch,2020,2
2,702,Die Welt,DE,2
3,702,Die Welt,2021,2
2,703,Jouwatch,DE,2
11,703,Jouwatch,2020,2
6,704,Wochenblick,AT,2
3,704,Wochenblick,2021,2
2,705,reitschuster,DE,2
3,705,reitschuster,2021,2
2,706,Rubikon,DE,2
11,706,Rubikon,2020,2
11,707,bitchute,2020,2
2,708,Berliner Zeitung,DE,2
3,708,Berliner Zeitung,2021,2
2,709,Nordkurier,DE,2
3,709,Nordkurier,2021,2
21,710,Corona Transition,CH,2
3,710,Corona Transition,2021,2
21,711,Die Ostschweiz,CH,2
3,711,Die Ostschweiz,2021,2
21,712,NZZ,CH,2
11,712,NZZ,2020,2
21,713,Corona Transition,CH,2
3,713,Corona Transition,2021,2
2,714,ScienceFiles,DE,2
3,714,ScienceFiles,2021,2
21,715,Corona Transition,CH,2
3,715,Corona Transition,2021,2
21,716,Gesundheitstipp,CH,2
3,716,Gesundheitstipp,2021,2
21,717,medinside.ch,CH,2
3,717,medinside.ch,2021,2
21,718,Die Ostschweiz,CH,2
3,718,Die Ostschweiz,2021,2
21,719,In$ide Paradeplatz,CH,2
3,719,In$ide Paradeplatz,2021,2
2,720,Tichys Einblick,DE,2
3,720,Tichys Einblick,2021,2
2,721,corona-blog.net,DE,2
3,721,corona-blog.net,2021,2
2,722,Nordkurier,DE,2
3,722,Nordkurier,2021,2
2,723,Focus Online,DE,2
11,723,Focus Online,2020,2
69,724,RT DE,false,2
3,724,RT DE,2021,2
6,725,tp - Science & Technology,AT,2
3,725,tp - Science & Technology,2021,2
6,726,Wochenblick,AT,2
3,726,Wochenblick,2021,2
6,727,Wochenblick,AT,2
3,727,Wochenblick,2021,2
21,728,Die Ostschweiz,CH,2
3,728,Die Ostschweiz,2021,2
2,729,RT DE,DE,2
11,729,RT DE,2020,2
21,730,Corona Transition,CH,2
3,730,Corona Transition,2021,2
21,731,tagblatt.ch,CH,2
3,731,tagblatt.ch,2021,2
2,732,Die Ostschweiz,DE,2
3,732,Die Ostschweiz,2021,2
21,733,FM1 Today,CH,2
3,733,FM1 Today,2021,2
21,734,Die Ostschweiz,CH,2
11,734,Die Ostschweiz,2020,2
2,735,reitschuster,DE,2
3,735,reitschuster,2021,2
6,736,Wochenblick,AT,2
3,736,Wochenblick,2021,2
13,737,reitschuster,US,2
3,737,reitschuster,2021,2
21,738,BAG,CH,2
11,738,BAG,2020,2
21,739,Corona Transition,CH,2
3,739,Corona Transition,2021,2
2,740,Berliner Zeitung,DE,2
3,740,Berliner Zeitung,2021,2
2,741,2020 News,DE,2
3,741,2020 News,2021,2
6,742,meinbezirk.at,AT,2
11,742,meinbezirk.at,2020,2
2,743,Rubikon,DE,2
3,743,Rubikon,2021,2
13,744,Report24,US,2
3,744,Report24,2021,2
2,745,ntv,DE,2
3,745,ntv,2021,2
2,746,ScienceFiles,DE,2
3,746,ScienceFiles,2021,2
62,747,RT DE,IL,2
11,747,RT DE,2020,2
21,748,Uncut-News,CH,2
3,748,Uncut-News,2021,2
21,749,Die Ostschweiz,CH,2
11,749,Die Ostschweiz,2020,2
2,750,Epoch Times,DE,2
3,750,Epoch Times,2021,2
2,751,Epoch Times,DE,2
3,751,Epoch Times,2021,2
2,752,Epoch Times,DE,2
11,752,Epoch Times,2020,2
250,753,reitschuster,ES,2
3,753,reitschuster,2021,2
6,754,Wochenblick,AT,2
3,754,Wochenblick,2021,2
6,755,Report24,AT,2
3,755,Report24,2021,2
2,756,kenFM,DE,2
11,756,kenFM,2020,2
6,757,Wochenblick,AT,2
3,757,Wochenblick,2021,2
2,758,reitschuster,DE,2
3,758,reitschuster,2021,2
694,759,tp - Science & Technology,IN,2
3,759,tp - Science & Technology,2021,2
13,760,The New York Times,US,2
11,760,The New York Times,2020,2
21,761,Die Ostschweiz,CH,2
11,761,Die Ostschweiz,2020,2
21,762,linth24,CH,2
3,762,linth24,2021,2
6,763,Wochenblick,AT,2
3,763,Wochenblick,2021,2
21,764,Die Ostschweiz,CH,2
3,764,Die Ostschweiz,2021,2
6,765,Wochenblick,AT,2
3,765,Wochenblick,2021,2
60,766,ScienceFiles,UK,2
3,766,ScienceFiles,2021,2
6,767,Wochenblick,AT,2
3,767,Wochenblick,2021,2
250,768,SNA,ES,2
3,768,SNA,2021,2
21,769,INFOsperber,CH,2
11,769,INFOsperber,2020,2
2,770,reitschuster,DE,2
3,770,reitschuster,2021,2
6,771,ServusTV,AT,2
3,771,ServusTV,2021,2
6,772,Wochenblick,AT,2
3,772,Wochenblick,2021,2
2,773,Epoch Times,DE,2
3,773,Epoch Times,2021,2
2,774,reitschuster,DE,2
11,774,reitschuster,2020,2
2,775,Epoch Times,DE,2
3,775,Epoch Times,2021,2
6,776,tp - Science & Technology,AT,2
11,776,tp - Science & Technology,2020,2
2,777,ARD,DE,2
3,777,ARD,2021,2
21,778,Weltwoche,CH,2
11,778,Weltwoche,2020,2
2,779,reitschuster,DE,2
3,779,reitschuster,2021,2
2,780,Telepolis,DE,2
11,780,Telepolis,2020,2
6,781,tp - Science & Technology,AT,2
3,781,tp - Science & Technology,2021,2
21,782,BAG,CH,2
11,782,BAG,2020,2
62,783,Corona Transition,IL,2
3,783,Corona Transition,2021,2
21,784,INFOsperber,CH,2
3,784,INFOsperber,2021,2
6,785,Wochenblick,AT,2
3,785,Wochenblick,2021,2
6,786,Wochenblick,AT,2
3,786,Wochenblick,2021,2
6,787,Wochenblick,AT,2
3,787,Wochenblick,2021,2
2,788,Achgut.com,DE,2
3,788,Achgut.com,2021,2
21,789,Die Ostschweiz,CH,2
11,789,Die Ostschweiz,2020,2
191,790,Wochenblick,IT,2
3,790,Wochenblick,2021,2
6,791,tp - Science & Technology,AT,2
3,791,tp - Science & Technology,2021,2
6,792,Wochenblick,AT,2
3,792,Wochenblick,2021,2
694,793,tp - Science & Technology,IN,2
3,793,tp - Science & Technology,2021,2
6,794,Wochenblick,AT,2
11,794,Wochenblick,2020,2
21,795,INFOsperber,CH,2
3,795,INFOsperber,2021,2
13,796,tp - Science & Technology,US,2
3,796,tp - Science & Technology,2021,2
21,797,Corona Transition,CH,2
3,797,Corona Transition,2021,2
2,798,Die Welt,DE,2
3,798,Die Welt,2021,2
2,799,NDR,DE,2
3,799,NDR,2021,2
694,800,ntv,IN,2
3,800,ntv,2021,2
130,801,Swiss Policy Research,ORG,2
3,801,Swiss Policy Research,2021,2
2,802,Rubikon,DE,2
11,802,Rubikon,2020,2
62,803,RT DE,IL,2
11,803,RT DE,2020,2
21,804,ZE!TPUNKT,CH,2
11,804,ZE!TPUNKT,2020,2
2,805,RT DE,DE,2
11,805,RT DE,2020,2
21,806,Die Ostschweiz,CH,2
3,806,Die Ostschweiz,2021,2
2,807,Focus Online,DE,2
11,807,Focus Online,2020,2
62,808,tp - Science & Technology,IL,2
3,808,tp - Science & Technology,2021,2
2,809,Berliner Zeitung,DE,2
3,809,Berliner Zeitung,2021,2
11,810,The Lancet,2020,2
21,811,linth24,CH,2
3,811,linth24,2021,2
2,812,Achgut.com,DE,2
3,812,Achgut.com,2021,2
21,813,BAG,CH,2
3,813,BAG,2021,2
2,814,corona-blog.net,DE,2
3,814,corona-blog.net,2021,2
488,815,Wochenblick,FR,2
3,815,Wochenblick,2021,2
2,816,reitschuster,DE,2
3,816,reitschuster,2021,2
2,817,ntv,DE,2
3,817,ntv,2021,2
21,818,Die Ostschweiz,CH,2
3,818,Die Ostschweiz,2021,2
2,819,Rubikon,DE,2
11,819,Rubikon,2020,2
6,820,tp - Science & Technology,AT,2
3,820,tp - Science & Technology,2021,2
21,821,infekt.ch,CH,2
11,821,infekt.ch,2020,2
2,822,NachDenkSeiten,DE,2
3,822,NachDenkSeiten,2021,2
2,823,Epoch Times,DE,2
11,823,Epoch Times,2020,2
6,824,Wochenblick,AT,2
3,824,Wochenblick,2021,2
2,825,RT DE,DE,2
3,825,RT DE,2021,2
2,826,RT DE,DE,2
3,826,RT DE,2021,2
21,827,Tagesanzeiger,CH,2
11,827,Tagesanzeiger,2020,2
6,828,Wochenblick,AT,2
3,828,Wochenblick,2021,2
21,829,Uncut-News,CH,2
3,829,Uncut-News,2021,2
21,830,Die Ostschweiz,CH,2
3,830,Die Ostschweiz,2021,2
6,831,Wochenblick,AT,2
3,831,Wochenblick,2021,2
2,832,reitschuster,DE,2
3,832,reitschuster,2021,2
21,833,INFOsperber,CH,2
3,833,INFOsperber,2021,2
835,834,Wochenblick,CL,2
3,834,Wochenblick,2021,2
84,836,Epoch Times,SE,2
3,836,Epoch Times,2021,2
250,837,Corona Transition,ES,2
3,837,Corona Transition,2021,2
2,838,reitschuster,DE,2
11,838,reitschuster,2020,2
6,839,Wochenblick,AT,2
3,839,Wochenblick,2021,2
6,840,Wochenblick,AT,2
3,840,Wochenblick,2021,2
2,841,Epoch Times,DE,2
3,841,Epoch Times,2021,2
21,842,NZZ,CH,2
11,842,NZZ,2020,2
21,843,NZZ,CH,2
11,843,NZZ,2020,2
21,844,Corona Transition,CH,2
3,844,Corona Transition,2021,2
2,845,RT DE,DE,2
3,845,RT DE,2021,2
21,846,Die Ostschweiz,CH,2
3,846,Die Ostschweiz,2021,2
6,847,Wochenblick,AT,2
11,847,Wochenblick,2020,2
21,848,Corona Transition,CH,2
3,848,Corona Transition,2021,2
2,849,reitschuster,DE,2
11,849,reitschuster,2020,2
2,850,Epoch Times,DE,2
11,850,Epoch Times,2020,2
21,851,Corona Transition,CH,2
3,851,Corona Transition,2021,2
6,852,Wochenblick,AT,2
3,852,Wochenblick,2021,2
2,853,reitschuster,DE,2
3,853,reitschuster,2021,2
6,854,tp - Science & Technology,AT,2
3,854,tp - Science & Technology,2021,2
2,855,ScienceFiles,DE,2
3,855,ScienceFiles,2021,2
2,856,Jouwatch,DE,2
3,856,Jouwatch,2021,2
21,857,Tagesanzeiger,CH,2
11,857,Tagesanzeiger,2020,2
6,858,Wochenblick,AT,2
3,858,Wochenblick,2021,2
130,859,World Health Organization,ORG,2
11,859,World Health Organization,2020,2
21,860,Die Ostschweiz,CH,2
11,860,Die Ostschweiz,2020,2
21,861,Corona Transition,CH,2
3,861,Corona Transition,2021,2
2,862,Die Welt,DE,2
3,862,Die Welt,2021,2
2,863,Die Welt,DE,2
3,863,Die Welt,2021,2
21,864,Weltwoche daily,CH,2
3,864,Weltwoche daily,2021,2
13,865,Uncut-News,US,2
3,865,Uncut-News,2021,2
2,866,Frankfurter Rundschau,DE,2
3,866,Frankfurter Rundschau,2021,2
8,867,Corona Transition,DK,2
3,867,Corona Transition,2021,2
2,868,2020 News,DE,2
3,868,2020 News,2021,2
2,869,Epoch Times,DE,2
3,869,Epoch Times,2021,2
2,870,Tichys Einblick,DE,2
3,870,Tichys Einblick,2021,2
21,871,In$ide Paradeplatz,CH,2
3,871,In$ide Paradeplatz,2021,2
21,872,INFOsperber,CH,2
3,872,INFOsperber,2021,2
2,873,ScienceFiles,DE,2
3,873,ScienceFiles,2021,2
2,874,Achgut.com,DE,2
11,874,Achgut.com,2020,2
11,875,Sebastian Friebel,2020,2
2,876,RT DE,DE,2
3,876,RT DE,2021,2
2,877,RT DE,DE,2
3,877,RT DE,2021,2
21,878,Corona Transition,CH,2
3,878,Corona Transition,2021,2
2,879,reitschuster,DE,2
3,879,reitschuster,2021,2
694,880,tp - Science & Technology,IN,2
3,880,tp - Science & Technology,2021,2
84,881,Wochenblick,SE,2
3,881,Wochenblick,2021,2
2,882,corona-blog.net,DE,2
3,882,corona-blog.net,2021,2
2,883,Epoch Times,DE,2
3,883,Epoch Times,2021,2
2,884,Epoch Times,DE,2
3,884,Epoch Times,2021,2
21,885,linth24,CH,2
11,885,linth24,2020,2
6,886,Wochenblick,AT,2
3,886,Wochenblick,2021,2
2,887,corona-blog.net,DE,2
3,887,corona-blog.net,2021,2
2,888,multipolar,DE,2
3,888,multipolar,2021,2
6,889,Wochenblick,AT,2
3,889,Wochenblick,2021,2
6,890,Wochenblick,AT,2
3,890,Wochenblick,2021,2
21,891,Corona Transition,CH,2
3,891,Corona Transition,2021,2
21,892,medinside.ch,CH,2
3,892,medinside.ch,2021,2
2,893,DerStandard,DE,2
11,893,DerStandard,2020,2
2,894,reitschuster,DE,2
3,894,reitschuster,2021,2
2,895,reitschuster,DE,2
3,895,reitschuster,2021,2
